,,
,,
1,20,3822
2,21,4206
3,22,4108
4,23,4830
5,24,4616
6,25,4552
7,26,4103
8,27,3890
9,28,4251
10,29,5039
11,30,5616
12,1,5471
13,2,6134
14,3,5814
15,4,6191
16,5,5960
17,6,6968
18,7,6824
19,8,8293
20,9,8011
21,10,7820
22,11,7719
23,12,8289
24,13,8932
25,14,8452
26,15,8772
27,16,8864
28,17,9450
29,18,9236
30,19,10463
31,20,10339
