<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<OPEN>,<LAST>
2009-04-14,7.2196420401307355,7.2196420401307355,7.2196420401307355,7.210079628170788,241482150.0,176910,189,7.20934025660291,7.2196420401307355
2009-04-15,7.220373836723949,7.221105098182496,7.220373836723949,7.21081845347222,215734993.0,157920,183,7.210079628170788,7.220373836723949
2009-04-18,7.2196420401307355,7.220373836723949,7.2196420401307355,7.2115567333138015,267782605.0,196177,210,7.21081845347222,7.2196420401307355
2009-04-19,7.223295679562314,7.223295679562314,7.223295679562314,7.212294468500341,237460730.0,173329,191,7.2115567333138015,7.223295679562314
2009-04-20,7.223295679562314,7.22402480828583,7.223295679562314,7.216709486709457,1435238585.0,1047523,530,7.212294468500341,7.223295679562314
2009-04-21,7.226936018493289,7.227662498728655,7.226936018493289,7.217443431696533,151540196.0,110210,133,7.216709486709457,7.226936018493289
2009-04-22,7.2305631534092925,7.231287004327616,7.2305631534092925,7.218176838403408,201602292.0,146081,171,7.217443431696533,7.2305631534092925
2009-04-25,7.2305631534092925,7.231287004327616,7.2305631534092925,7.21890970761906,174779380.0,126651,146,7.218176838403408,7.2305631534092925
2009-04-26,7.234177179749849,7.234898420314831,7.234177179749849,7.2196420401307355,191905624.0,138550,156,7.21890970761906,7.234898420314831
2009-04-27,7.234898420314831,7.234898420314831,7.234898420314831,7.220373836723949,230028876.0,165966,194,7.2196420401307355,7.234898420314831
2009-04-28,7.234177179749849,7.234898420314831,7.234177179749849,7.221835825288449,279979635.0,202151,267,7.220373836723949,7.234177179749849
2009-04-29,7.236339342754344,7.237059026124737,7.236339342754344,7.223295679562314,267064408.0,192409,220,7.221835825288449,7.236339342754344
2009-05-02,7.237778191923443,7.237778191923443,7.237778191923443,7.22402480828583,209132450.0,150455,169,7.223295679562314,7.237778191923443
2009-05-03,7.238496840894365,7.239214973779806,7.238496840894365,7.224753405767971,261887971.0,188268,204,7.22402480828583,7.238496840894365
2009-05-04,7.237778191923443,7.238496840894365,7.237778191923443,7.226209010100671,294406180.0,211803,251,7.224753405767971,7.237778191923443
2009-05-05,7.234177179749849,7.234177179749849,7.234177179749849,7.226936018493289,239222740.0,172724,186,7.226209010100671,7.234177179749849
2009-05-06,7.237778191923443,7.238496840894365,7.237778191923443,7.228388451573604,408089250.0,293575,328,7.226936018493289,7.237778191923443
2009-05-09,7.23561914106675,7.236339342754344,7.23561914106675,7.229113877793302,306672898.0,221091,277,7.228388451573604,7.23561914106675
2009-05-10,7.236339342754344,7.237059026124737,7.236339342754344,7.22983877815125,266250929.0,191822,214,7.229113877793302,7.236339342754344
2009-05-11,7.236339342754344,7.237059026124737,7.236339342754344,7.2305631534092925,292336044.0,210615,239,7.22983877815125,7.236339342754344
2009-05-12,7.234177179749849,7.234177179749849,7.234177179749849,7.2305631534092925,216465805.0,156293,179,7.2305631534092925,7.234177179749849
2009-05-13,7.234177179749849,7.234898420314831,7.234177179749849,7.231287004327616,403428695.0,291277,266,7.2305631534092925,7.234177179749849
2009-05-16,7.234177179749849,7.234898420314831,7.234177179749849,7.231287004327616,234184877.0,169085,181,7.231287004327616,7.234177179749849
2009-05-17,7.234177179749849,7.234177179749849,7.234177179749849,7.231287004327616,252709870.0,182462,197,7.231287004327616,7.234177179749849
2009-05-18,7.234177179749849,7.234177179749849,7.234177179749849,7.231287004327616,300180745.0,216737,242,7.231287004327616,7.234177179749849
2009-05-19,7.233455418621439,7.234177179749849,7.233455418621439,7.231287004327616,272931197.0,197203,213,7.231287004327616,7.233455418621439
2009-05-20,7.234177179749849,7.234898420314831,7.234177179749849,7.231287004327616,289177020.0,208792,221,7.231287004327616,7.234177179749849
2009-05-23,7.233455418621439,7.234177179749849,7.233455418621439,7.231287004327616,442588661.0,319774,338,7.231287004327616,7.233455418621439
2009-05-24,7.234898420314831,7.23561914106675,7.234898420314831,7.232010331664759,385850229.0,278390,309,7.231287004327616,7.234898420314831
2009-05-25,7.201916317531627,7.233455418621439,7.201916317531627,7.232010331664759,296556908.0,214482,236,7.232010331664759,7.232733136177615
2009-05-26,7.23561914106675,7.236339342754344,7.23561914106675,7.232010331664759,313159393.0,225771,251,7.232010331664759,7.23561914106675
2009-05-27,7.234898420314831,7.234898420314831,7.234898420314831,7.232010331664759,264537504.0,190864,210,7.232010331664759,7.234898420314831
2009-05-30,7.234177179749849,7.234898420314831,7.234177179749849,7.232010331664759,295201924.0,213140,246,7.232010331664759,7.234177179749849
2009-05-31,7.233455418621439,7.234177179749849,7.233455418621439,7.232010331664759,309461116.0,223599,248,7.232010331664759,7.233455418621439
2009-06-01,7.234177179749849,7.234177179749849,7.234177179749849,7.232010331664759,282531690.0,203994,224,7.232010331664759,7.234177179749849
2009-06-02,7.234898420314831,7.23561914106675,7.234898420314831,7.232010331664759,291225714.0,210117,225,7.232010331664759,7.234898420314831
2009-06-03,7.234177179749849,7.234898420314831,7.234177179749849,7.232010331664759,268434532.0,193814,207,7.232010331664759,7.234177179749849
2009-06-06,7.234177179749849,7.234177179749849,7.234177179749849,7.232010331664759,292229460.0,210996,232,7.232010331664759,7.234177179749849
2009-06-07,7.23561914106675,7.23561914106675,7.23561914106675,7.232010331664759,319148700.0,230100,252,7.232010331664759,7.23561914106675
2009-06-08,7.23561914106675,7.23561914106675,7.23561914106675,7.232010331664759,317553650.0,228950,243,7.232010331664759,7.23561914106675
2009-06-09,7.234898420314831,7.23561914106675,7.234898420314831,7.232010331664759,328266339.0,236844,259,7.232010331664759,7.23561914106675
2009-06-10,7.234177179749849,7.234177179749849,7.234177179749849,7.232010331664759,244028690.0,176194,194,7.232010331664759,7.234177179749849
2009-06-13,7.23561914106675,7.236339342754344,7.23561914106675,7.232010331664759,282914758.0,203975,220,7.232010331664759,7.23561914106675
2009-06-14,7.234898420314831,7.234898420314831,7.234898420314831,7.232010331664759,319962258.0,230853,248,7.232010331664759,7.234898420314831
2009-06-15,7.234177179749849,7.234898420314831,7.234177179749849,7.232010331664759,287966530.0,207918,219,7.232010331664759,7.234177179749849
2009-06-16,7.23561914106675,7.23561914106675,7.23561914106675,7.232010331664759,264162472.0,190456,210,7.232010331664759,7.23561914106675
2009-06-17,7.23561914106675,7.23561914106675,7.23561914106675,7.232010331664759,75687203.0,54569,59,7.232010331664759,7.23561914106675
2009-06-20,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-21,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-22,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-23,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-24,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-27,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-28,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-29,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-06-30,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-01,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-04,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-05,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-07,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-11,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-12,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-13,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-14,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-15,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-18,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-19,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-21,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-22,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-25,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-26,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-27,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-28,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-07-29,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-01,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-02,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-03,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-04,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-05,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-08,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-09,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-10,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-11,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-12,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-15,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-16,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-17,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-18,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-19,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-22,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-23,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-24,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-25,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-26,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-29,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-30,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-08-31,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-01,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-02,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-05,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-06,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-07,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-08,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-09,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-12,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-13,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-14,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-15,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-16,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-19,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-20,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-21,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-22,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-23,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-26,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-27,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-28,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-29,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-09-30,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-03,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-04,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-05,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-06,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-07,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-10,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-11,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-12,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-13,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-17,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-18,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-19,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-20,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-21,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-24,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-25,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-26,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-27,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-28,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-10-31,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-01,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-02,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-03,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-04,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-07,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-08,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-09,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-10,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-11,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-14,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-15,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-16,0.0,0.0,0.0,7.232010331664759,0.0,0,0,7.232010331664759,7.23561914106675
2009-11-17,7.332369205929062,7.441906728051625,7.266128779556451,7.349230824613334,21059620084.0,13550261,775,7.232010331664759,7.3537223303996315
2009-11-18,7.375255778009754,7.375255778009754,7.313886831633462,7.318539548567902,5705252430.0,3786429,301,7.349230824613334,7.313886831633462
2009-11-21,7.307202314764738,7.307202314764738,7.283448228756631,7.317876198626496,63387842.0,43387,20,7.318539548567902,7.283448228756631
2009-11-22,7.282761179605593,7.282761179605593,7.282761179605593,7.317876198626496,13586176.0,9344,6,7.317876198626496,7.282761179605593
2009-11-23,7.282761179605593,7.2868764117507,7.282761179605593,7.282761179605593,6208673741.0,4269967,296,7.317876198626496,7.282761179605593
2009-11-24,7.266827347520591,7.2991214627108,7.252762418053187,7.266827347520591,6440395605.0,4500944,306,7.282761179605593,7.252762418053187
2009-11-25,7.2485040723706105,7.298445101508147,7.243512974665482,7.271008538280992,4463047691.0,3105773,202,7.266827347520591,7.259116128097101
2009-11-29,7.23561914106675,7.23561914106675,7.23561914106675,7.2682230211595655,293473943.0,211589,10,7.271008538280992,7.23561914106675
2009-11-30,7.232733136177615,7.232733136177615,7.232733136177615,7.266827347520591,171675939.0,124133,7,7.2682230211595655,7.232733136177615
2009-12-01,7.231287004327616,7.231287004327616,7.231287004327616,7.264730177929867,215962161.0,156381,9,7.266827347520591,7.231287004327616
2009-12-02,7.22983877815125,7.254884810077338,7.22983877815125,7.22983877815125,6720024115.0,4871451,337,7.264730177929867,7.22983877815125
2009-12-05,7.199678345691172,7.232010331664759,7.195187320178709,7.223295679562314,1046192557.0,774947,83,7.22983877815125,7.215975002651466
2009-12-07,7.191429330036379,7.244941546337007,7.191429330036379,7.224753405767971,1436527241.0,1044470,97,7.223295679562314,7.215975002651466
2009-12-08,7.204892510204673,7.204892510204673,7.1891677384203225,7.218176838403408,665810282.0,502410,70,7.224753405767971,7.1891677384203225
2009-12-09,7.183111701743281,7.183111701743281,7.183111701743281,7.212294468500341,576454060.0,438035,45,7.218176838403408,7.183111701743281
2009-12-12,7.1770187659099,7.222566018822171,7.1770187659099,7.181591944611865,14878037920.0,11320990,94,7.212294468500341,7.222566018822171
2009-12-13,7.171656822768514,7.186144304522325,7.146772179452637,7.1770187659099,579869293.0,453679,29,7.181591944611865,7.146772179452637
2009-12-14,7.142036574706803,7.1770187659099,7.142036574706803,7.166265974133638,1021679291.0,808314,61,7.1770187659099,7.142036574706803
2009-12-15,7.1308988302963465,7.1308988302963465,7.1308988302963465,7.150701457592526,1384665131.0,1108619,80,7.166265974133638,7.1308988302963465
2009-12-16,7.116394144093465,7.168579897264035,7.115582126184454,7.142036574706803,833213784.0,676720,52,7.150701457592526,7.115582126184454
2009-12-19,7.106606137727303,7.106606137727303,7.106606137727303,7.140453043101158,141677056.0,116224,6,7.142036574706803,7.106606137727303
2009-12-20,7.118826249062078,7.174724309836376,7.118826249062078,7.1631723908466425,3022399950.0,2339424,145,7.140453043101158,7.174724309836376
2009-12-21,7.190676034332207,7.193685818395112,7.148345743900068,7.163946684342547,525608654.0,404823,79,7.1631723908466425,7.160069207596127
2009-12-22,7.1316985104669115,7.16703787691222,7.1284959456800365,7.158513997329321,551070796.0,441409,61,7.163946684342547,7.129297548929373
2009-12-23,7.123672785204607,7.164720378771857,7.123672785204607,7.1569563646156364,184909517.0,147219,33,7.158513997329321,7.142036574706803
2009-12-28,7.122059881629142,7.166265974133638,7.122059881629142,7.156176637480615,100951451.0,81329,11,7.1569563646156364,7.122059881629142
2009-12-29,7.121252453244542,7.1631723908466425,7.121252453244542,7.151485463904735,496679523.0,400000,50,7.156176637480615,7.121252453244542
2009-12-30,7.116394144093465,7.151485463904735,7.116394144093465,7.146772179452637,547719604.0,440828,69,7.151485463904735,7.116394144093465
2010-01-02,7.161622002939187,7.1808311990445555,7.1204443723924875,7.152268856032539,1031841687.0,799224,88,7.146772179452637,7.1808311990445555
2010-01-03,7.181591944611865,7.181591944611865,7.1180162044653335,7.15305163493748,650990647.0,508603,66,7.152268856032539,7.1180162044653335
2010-01-04,7.119635638017636,7.119635638017636,7.1180162044653335,7.150701457592526,224373177.0,181941,33,7.15305163493748,7.1180162044653335
2010-01-05,7.115582126184454,7.115582126184454,7.115582126184454,7.147559271189454,282893850.0,229995,11,7.150701457592526,7.115582126184454
2010-01-06,7.112327444710911,7.147559271189454,7.112327444710911,7.138073034044347,14225711985.0,11308428,199,7.147559271189454,7.113142108707088
2010-01-09,7.123672785204607,7.123672785204607,7.102499355774649,7.1316985104669115,578198234.0,475569,68,7.138073034044347,7.102499355774649
2010-01-10,7.10002716662926,7.115582126184454,7.0967213784947605,7.10002716662926,3378846177.0,2789826,104,7.1316985104669115,7.0967213784947605
2010-01-11,7.074116816197362,7.0909098220799835,7.064759027791802,7.0967213784947605,323742804.0,274619,52,7.10002716662926,7.069023426578259
2010-01-12,7.066466970136958,7.0967213784947605,7.061334366910438,7.089243155027514,767578569.0,655605,94,7.0967213784947605,7.069874128458572
2010-01-13,7.057036981697891,7.0909098220799835,7.05444965813294,7.086737934510577,283818485.0,244239,62,7.089243155027514,7.074116816197362
2010-01-16,7.061334366910438,7.086737934510577,7.055312843339752,7.085901464365611,135991966.0,116727,47,7.086737934510577,7.055312843339752
2010-01-17,7.055312843339752,7.065613363597717,7.050989447068045,7.080867896690782,448827229.0,387749,67,7.085901464365611,7.050989447068045
2010-01-18,7.045776576879511,7.069874128458572,7.045776576879511,7.076653815443951,413508967.0,359735,64,7.080867896690782,7.045776576879511
2010-01-19,7.04141166379481,7.074116816197362,7.04141166379481,7.072421900537371,413213862.0,360831,43,7.076653815443951,7.042286171939743
2010-01-20,7.046647277848756,7.064759027791802,7.038783541388542,7.069874128458572,249263208.0,218132,52,7.072421900537371,7.038783541388542
2010-01-23,7.039660349862076,7.099201743553092,7.037905963447182,7.069023426578259,175314895.0,150491,43,7.069874128458572,7.069874128458572
2010-01-24,7.090076835776092,7.103322062526113,7.069023426578259,7.072421900537371,465181335.0,388635,70,7.069023426578259,7.093404625868766
2010-01-25,7.0909098220799835,7.0909098220799835,7.066466970136958,7.074116816197362,463035561.0,389681,59,7.072421900537371,7.066466970136958
2010-01-26,7.066466970136958,7.099201743553092,7.065613363597717,7.074963197966044,540227096.0,455315,51,7.074116816197362,7.080026499922591
2010-01-27,7.074116816197362,7.109062135687172,7.069023426578259,7.080026499922591,802023369.0,666218,85,7.074963197966044,7.109062135687172
2010-01-30,7.113956109566034,7.113956109566034,7.112327444710911,7.084226422097916,396636418.0,323011,53,7.080026499922591,7.113956109566034
2010-01-31,7.1180162044653335,7.1180162044653335,7.1180162044653335,7.088408778675395,356276583.0,288951,32,7.084226422097916,7.1180162044653335
2010-02-01,7.122059881629142,7.122059881629142,7.122059881629142,7.089243155027514,97071580.0,78410,22,7.088408778675395,7.122059881629142
2010-02-02,7.122866658599083,7.122866658599083,7.122866658599083,7.0909098220799835,165793068.0,133812,27,7.089243155027514,7.122866658599083
2010-02-03,7.1252830915107115,7.1252830915107115,7.1252830915107115,7.093404625868766,193373190.0,155695,43,7.0909098220799835,7.1252830915107115
2010-02-06,7.1276936993473985,7.1276936993473985,7.108244139731541,7.116394144093465,2097248098.0,1684889,166,7.093404625868766,7.1276936993473985
2010-02-07,7.116394144093465,7.129297548929373,7.0817085861055755,7.113142108707088,596943037.0,492970,104,7.116394144093465,7.0817085861055755
2010-02-08,7.078341579557671,7.103322062526113,7.078341579557671,7.111512116496157,162640520.0,137077,42,7.113142108707088,7.078341579557671
2010-02-09,7.098375638590786,7.123672785204607,7.076653815443951,7.1098794630722715,217272359.0,181005,43,7.111512116496157,7.076653815443951
2010-02-10,7.074963197966044,7.0909098220799835,7.074963197966044,7.106606137727303,387167416.0,325244,48,7.1098794630722715,7.090076835776092
2010-02-14,7.0909098220799835,7.136483208590247,7.0817085861055755,7.108244139731541,536676728.0,435455,64,7.106606137727303,7.136483208590247
2010-02-16,7.1316985104669115,7.142036574706803,7.110696122978827,7.113956109566034,675095824.0,537903,51,7.108244139731541,7.115582126184454
2010-02-17,7.1308988302963465,7.139660335964919,7.1098794630722715,7.115582126184454,484914675.0,391209,51,7.113956109566034,7.139660335964919
2010-02-20,7.145196134997171,7.149916836132109,7.108244139731541,7.121252453244542,988548133.0,789011,80,7.115582126184454,7.149916836132109
2010-02-21,7.155396301896734,7.155396301896734,7.155396301896734,7.123672785204607,249313280.0,194776,41,7.121252453244542,7.155396301896734
2010-02-22,7.157735484249907,7.157735484249907,7.157735484249907,7.1459844677143876,2118842425.0,1651475,73,7.123672785204607,7.157735484249907
2010-02-23,7.1785454837637,7.180069874302796,7.156176637480615,7.177782416195197,3617217028.0,2763473,149,7.1459844677143876,7.180069874302796
2010-02-24,7.176254532017144,7.2115567333138015,7.176254532017144,7.190676034332207,1835810019.0,1370070,130,7.177782416195197,7.202661196523238
2010-02-27,7.1785454837637,7.190676034332207,7.155396301896734,7.1853870155804165,816685636.0,629720,95,7.190676034332207,7.1569563646156364
2010-02-28,7.149916836132109,7.191429330036379,7.149916836132109,7.183111701743281,670104169.0,514303,80,7.1853870155804165,7.1770187659099
2010-03-01,7.1631723908466425,7.1929342212158,7.1592919047975645,7.182352111885263,268237069.0,205907,49,7.183111701743281,7.170888478512505
2010-03-02,7.170119543449628,7.192182058713246,7.150701457592526,7.1785454837637,566986555.0,439974,63,7.182352111885263,7.150701457592526
2010-03-03,7.155396301896734,7.170888478512505,7.143617602704121,7.153833801578843,2640383327.0,2076364,142,7.1785454837637,7.143617602704121
2010-03-06,0.0,0.0,0.0,7.153833801578843,0.0,0,0,7.153833801578843,7.143617602704121
2010-03-07,0.0,0.0,0.0,7.153833801578843,0.0,0,0,7.153833801578843,7.143617602704121
2010-03-08,0.0,0.0,0.0,7.153833801578843,0.0,0,0,7.153833801578843,7.143617602704121
2010-03-09,7.155396301896734,7.187657164114956,7.155396301896734,7.163946684342547,977935290.0,740475,62,7.153833801578843,7.187657164114956
2010-03-10,7.19668657083435,7.19668657083435,7.142036574706803,7.163946684342547,227955043.0,177397,34,7.163946684342547,7.170888478512505
2010-03-13,7.1284959456800365,7.162397497355718,7.1284959456800365,7.129297548929373,5254717803.0,4214279,155,7.163946684342547,7.153833801578843
2010-03-14,7.126890808898808,7.1631723908466425,7.094234845924755,7.1308988302963465,380370312.0,300223,39,7.129297548929373,7.1316985104669115
2010-03-15,7.158513997329321,7.1631723908466425,7.103322062526113,7.133295954896068,412378400.0,324349,31,7.1308988302963465,7.107425474110705
2010-03-16,7.10085190894405,7.136483208590247,7.098375638590786,7.1252830915107115,843936962.0,694518,44,7.133295954896068,7.098375638590786
2010-03-17,7.10002716662926,7.122059881629142,7.090076835776092,7.122059881629142,419665023.0,345614,32,7.1252830915107115,7.122059881629142
2010-03-27,7.122059881629142,7.155396301896734,7.122059881629142,7.122059881629142,404285485.0,325750,13,7.122059881629142,7.133295954896068
